id,url,account_name,following_count,follower_count,total_like_count,date,href,handle,description,hashtag,like_count,bookmark_count,share_count,comment_count
82_post,https://www.tiktok.com/@choittobbi/video/7215977295775878426,claire,67,215,16.7K,2023-3-29,/@choittobbi,choittobbi,Itinerary for our Singapore (mis)adventures 🫶 ,"['singapore', 'singaporeitinerary', 'singaporetravel', 'travel', 'traveltiktok', 'fyp']",2141,1523,299,25
83_post,https://www.tiktok.com/@happyliferona/video/7248095479022636289,RONA,15,1852,3762,2023-6-24,/@happyliferona,happyliferona, ,"['singapore', 'sgfoodie', 'travel', 'vegetarian', 'buddhatoothrelictemple', 'food']",2807,761,2957,160
84_post,https://www.tiktok.com/@f1nightrace/video/7200012601433296133,Formula 1 Singapore Grand Prix,22,13.2K,268.9K,2023-2-14,/@f1nightrace,f1nightrace,Who are you bringing to the ,"['singaporegp%3F', 'f1', 'formula1', 'f1nightrace', 'singapore', 'traveltok']",39.9K,1942,532,370
85_post,https://www.tiktok.com/@kerrynlee/video/7200747288786996482,小欣 Kerryn Lee,298,28.2K,1M,2023-2-16,/@kerrynlee,kerrynlee,I found a cafe that is open 24 hours near Farrer Park MRT‼️Amazing food amazing service😋Perfect place for gathering📍Mosanco Enchanted Cafe the Fairytales Garden😋,"['sgfoodie', 'singapore', 'travel', 'foodreview', 'foodrecommendations', 'sg', 'fyp', 'cafe', 'date', 'yummy', 'brunch', 'supper', 'tiktoksg', 'cafehopping', 'visitsg', 'exploresg', 'coffee', 'tea', 'food']",3467,1879,1756,23
87_post,https://www.tiktok.com/@mytravelsyourguide/video/7252263114098478337,mytravelsyourguide,6,392,1915,2023-7-5,/@mytravelsyourguide,mytravelsyourguide,The alternative way is to fly from ,"['senaiairport', 'traveltok', 'traveltiktok', 'travellife', 'travel', 'singapore', 'malaysia', 'weekendtrip']",1777,486,514,52
88_post,https://www.tiktok.com/@lysschrsty/video/7240867720902757637,alyssa,104,154,2488,2023-6-4,/@lysschrsty,lysschrsty,Sharing is Caring! Hihi! 🥰 God bless on your 1st International Travel! 🫶 ,"['singapore', 'travel', 'tourist', 'fyp', 'foryoupage']",1875,571,46,93
89_post,https://www.tiktok.com/@herzieg/video/7202850036957318402,Haziq Halim | Languages,597,11.2K,102K,2023-2-22,/@herzieg,herzieg,"That's why now in Indonesia, 'Bahasa Melayu' almost exclusively refers to informal/colloquial Malay (in Sumatra)","['bahasamelayu', 'bahasaindonesia', 'malay', 'indonesian', 'learnmalay', 'learnindonesian', 'english', 'singlish', 'belajarcakapmelayu', 'cakapmelayu', 'bahasa', 'language', 'languages', 'languagelearning', 'polyglot', 'singaporetravel', 'etymology', 'wordorigin', 'history', 'tiktoksg', 'malaysia', 'indonesia', 'singapore', 'singa', 'poretravel', 'travelsingapore']",3055,391,97,501
90_post,https://www.tiktok.com/@wenqiz93/video/7210017836251630856,Wen Qi,547,1194,50.1K,2023-3-13,/@wenqiz93,wenqiz93,Flower Dome Sakura Theme - do not recommend!,"['gbtb', 'gardensbythebay', 'flowerdomegardenbythebay', 'singaporetravel', 'singapore']",892,127,222,8
91_post,https://www.tiktok.com/@asingaporeanabroad/video/7241539203274640641,𝑨𝑴𝑰𝑹𝑨 / 𝑻𝑹𝑨𝑽𝑬𝑳 🇸🇬,886,37.7K,1.3M,2023-6-6,/@asingaporeanabroad,asingaporeanabroad,"Almost full KL guide for you to have a weekend trip from Singapore! From where to stay, how to go, what to do! Do share your recommendations in the comment section - this is only from my own experience ☺️ i dont really venture out to damansara, klang valley or kampung Bahru etc 🥹 ","['klfoodie', 'klweekendtrip', 'weekendtripsingapore', 'travelkl', 'tourismmalaysia', 'kltravel', 'klitinerary', 'travelitinerary', 'whattodoinkl', 'wheretoeatinkl', 'wheretostayinkl', 'wheretostaykl', 'klhotels', 'hotelkl', 'myfoodie', 'malaysianfoodie', 'klrestaurants', 'halalfoodie', 'sgfoodie', 'hiltonhonours', 'hiltonhotel', 'kl', 'restaurantsinkl', 'romanticrestaurant', 'halaldate']",2430,1233,401,31
92_post,https://www.tiktok.com/@windyinsingapore/video/7238154760153484552,Windy In Singapore,21,3751,116.1K,2023-5-28,/@windyinsingapore,windyinsingapore,Top 6 Budget Hotels for Thrifty Travelers ,"['singaporebudgethotels', 'affordableaccommodations', 'travelonabudget', 'singaporetraveltips', 'budgettravelsingapore', 'budgetfriendlyhotels', 'travelsingapore', 'cheapstaysingapore', 'thriftytraveler', 'valueformoneyhotels']",866,931,304,10
93_post,https://www.tiktok.com/@sg_hotplace/video/7187723720222444802,sg_hotplace,373,3504,31.8K,2023-1-12,/@sg_hotplace,sg_hotplace,,[],3215,1328,424,15
94_post,https://www.tiktok.com/@wearelisaandjosh/video/7084495439109639426,Lisa and Josh,7,6322,256.8K,2022-4-9,/@wearelisaandjosh,wearelisaandjosh,The Secrets of Singapore’s Changi Airport ,"['singapore', 'changi', 'fyp', 'travel']",107.3K,8566,2417,459
95_post,https://www.tiktok.com/@bakewithcare/video/7238918208583961861,Bakewithcare,479,187.7K,5.1M,2023-5-30,/@bakewithcare,bakewithcare,Davao ✈️ singapore requirements! Haha wala naman masyadong eme hahaha ,"['fyp', 'foryou', 'travel', 'singapore', 'cebupacific', 'bakewithcareph', 'dayinmylife']",17.5K,3816,726,217
96_post,https://www.tiktok.com/@tr4velwithmel/video/7212934974733847814,Melissa  | Travels ☀️✈️,80,22.7K,529.4K,2023-3-21,/@tr4velwithmel,tr4velwithmel,13 Budget Things to do in Singapore! 📍 There is so much to explore in the city without having to pay ridiculous prices! ,"['singapore', 'budgetsingapore', 'singaporeonabudget', 'singapore2023', 'whattodosingapore', 'singaporethingstodo', 'singaporetravel', 'budgettravelsingapore', 'singaporetravel', 'traveltiktok', 'traveltips', 'travelguide', 'travadvice', 'budgettravel', 'southeastasia', 'bananapancaketrail']",6876,5531,1479,46
97_post,https://www.tiktok.com/@tarooopearls/video/7232273472376900872,c’s travels,201,777,38.5K,2023-5-12,/@tarooopearls,tarooopearls,2 months late JB hotel review 🏙 ,"['jbhotel', 'traveltiktok', 'malaysiatiktok', 'singaporetiktok', 'traveltok', 'johorbahru']",7270,3897,1743,44
98_post,https://www.tiktok.com/@dilulu_official/video/7246348772559654151,dilulu,95,44.7K,347.6K,2023-6-19,/@dilulu_official,dilulu_official,Beautiful Sunset,"['marinabaysands', 'sunsetvibes', 'gorgeoussunset', 'indianbeauty', 'srilankangirl', 'singaporebeauty', 'bayfrontbeauty', 'sandsskypark', 'sunsetserenity', 'indianfashion', 'tiktokbeauty', 'cityscapesunset', 'magicalsunset', 'travelsingapore', 'srilankanbeauty', 'naturebeauty', 'sunsetlove', 'bayview', 'singaporesights', 'tiktoktrends']",26K,1038,191,651
99_post,https://www.tiktok.com/@marckomaryanto/video/7216702865694362882,Marcko Maryanto,875,23.7K,770.4K,2023-3-31,/@marckomaryanto,marckomaryanto,"Save Now, Travel Later! ✈️🇸🇬","['foryou', 'singapore', 'thingstodoinsingapore', 'visitsingapore', 'celavisingapore', 'travel', 'alkaffmansion', 'level33', 'lanternsingapore', 'potatohead', 'marinabarrage', 'luxesingapore', 'aticolounge', 'psobeachclub', 'smokeandmirror']",4363,1994,244,135
100_post,https://www.tiktok.com/@kevinraja30/video/7247835774589160711,"Kevin Raja, Dr.",3829,4161,41.9K,2023-6-23,/@kevinraja30,kevinraja30,Travel Visa for Singapore Passports. ,"['singapore', 'visa', 'travel', 'travelvisa', 'countries', 'world']",1185,444,426,28
101_post,https://www.tiktok.com/@daddy.xj/video/7221471873698123010,daddy.xj,408,8897,130.2K,2023-4-13,/@daddy.xj,daddy.xj,✨[SAVE THIS AND VISIT LATER]✨,"['capitaspring', 'travelsingapore', 'exploresingapore', 'singaporetiktok', 'fypsg', 'thingstodoinsingapore']",25.4K,15.7K,6419,177
102_post,https://www.tiktok.com/@kerrynlee/video/7186304979429379329,小欣 Kerryn Lee,298,28.2K,1M,2023-1-8,/@kerrynlee,kerrynlee,Strongly recommend this affordable and yummy restaurant in Chinatown Singapore🇸🇬📍Nic & Tom Eatery ,"['sgfoodie', 'tiktoksg', 'visitsg', 'date', 'singapore', 'travel', 'asia', 'fyp', 'sg']",2141,1140,963,22
103_post,https://www.tiktok.com/@minoc.management/video/7237461121286868229,minoc,15,36.1K,618.1K,2023-5-26,/@minoc.management,minoc.management,Siapa yg bawa barang paling aneh? 😂😂 ,"['fyp', 'singapore', 'travel']",216.4K,10.2K,159,126
104_post,https://www.tiktok.com/@phatlifeproject/video/7214291859689049352,Steve Chong | Food & Travel,2717,58.1K,1.8M,2023-3-25,/@phatlifeproject,phatlifeproject,SINGAPORE TRAVEL GUIDE 2023!,"['traveltosingapore', 'singaporetravelguide', 'traveltok', 'traveltips', '2023travel']",1523,624,283,27
105_post,https://www.tiktok.com/@jordentually/video/7179178253377129730,Jorden Tually,493,3.5M,132.2M,2022-12-20,/@jordentually,jordentually,Me as an AVATAR?! 😂 Now I just need to watch the new movie!!! 😍 ,"['klookanz', 'singapore', 'avatar', 'travel', 'whatheck', 'usa', 'australia', 'klookpartner']",46.4K,3331,1163,677
106_post,https://www.tiktok.com/@emerskiie/video/7207421517032934682,J Emerson.,1780,1403,13.4K,2023-3-6,/@emerskiie,emerskiie,Singapore Travel Requirements 2023. 🇸🇬 ,"['foryou', 'fyp', 'travel', 'traveltiktok']",2833,943,327,272
107_post,https://www.tiktok.com/@sabrinaanggraini26/video/7189900745095859457,Sabrina Anggraini,89,81.6K,6.1M,2023-1-18,/@sabrinaanggraini26,sabrinaanggraini26,What to do in Singapore in 24 hours! ,"['singapore', 'travelguide', 'exploresingapore']",1055,424,42,7
108_post,https://www.tiktok.com/@charpipoy/video/7179463478749498651,chapiun🌞,100,2968,197.3K,2022-12-21,/@charpipoy,charpipoy,Sefruit reminder buat kalian yang mau ke singapore hihihi ,"['singaporetravel', 'traveltips', 'singaporetiktok', 'singaporetrending', 'travelreminder']",70.6K,46.6K,3764,381
109_post,https://www.tiktok.com/@visit_singapore/video/7146514007170485506,Visit Singapore,22,1.5M,8.1M,2022-9-23,/@visit_singapore,visit_singapore,When the views are giving main character energy ✨,"['visitsingapore', 'unreal', 'traveltok', 'cinematic', 'singapore']",81.4K,1977,755,286
110_post,https://www.tiktok.com/@chelgania/video/7234900122105171206,Rachel Gania on YT & iG,183,167.8K,8.5M,2023-5-19,/@chelgania,chelgania,here are places we visited in Singapore 😝❤️ ,"['singapore', 'singaporetiktok', 'singaporetravel', 'singaporelife', 'igworthy', 'traveltiktok', 'travel', 'traveltok', 'outfitideas', 'transitionideas']",235,90,21,1
111_post,https://www.tiktok.com/@visit_singapore/video/7205144172695653640,Visit Singapore,22,1.5M,8.1M,2023-2-28,/@visit_singapore,visit_singapore,Are we the (new) city that never sleeps? Time to join Getai* singer Sherraine Law on a nightlife adventure!,"['passionmadepossible', 'singaporeimagine', 'visitsingapore', 'traveltok', 'nightlife']",25.7K,87,66,16
112_post,https://www.tiktok.com/@esyfilms/video/7203283476051692807,Eric - Aesthetic Food Creator,926,33.2K,658.3K,2023-2-23,/@esyfilms,esyfilms,SAVE THIS! Best Gukbap in Singapore (only lunch time!),"['singapore', 'sgfoodie', 'tourism', 'toursingapore', 'travelsg', 'singaporelife', 'sgfood', 'koreanfood', 'foodie', 'foodsofsingapore', 'whattoeat', 'wheretoeat', 'porkricesoup', '국밥', '오늘뭐하지', 'esy_life', 'koreandrinks', 'koreancuisine', '싱가포르맛집', '오늘뭐먹지', 'esysingapore', 'ricewine', '돼지국밥', '밀양돼지국밥', '부산국밥', 'esyfilms']",8247,3668,1639,41
113_post,https://www.tiktok.com/@elroseb_/video/7138800575566597381,Els 🦋,207,179,5635,2022-9-2,/@elroseb_,elroseb_,Day 1 done! I’ve never been so exhausted but I’m so grateful to explore this beautiful country. Bring on tomorrow when I’m feeling more human 🥹 ,"['travel', 'travelling', 'singapore', 'travelvlog', 'vlog']",4019,91,16,188
114_post,https://www.tiktok.com/@itskatherineho/video/7234688923648232747,Katherine Ho,1303,9986,285.4K,2023-5-19,/@itskatherineho,itskatherineho,Couldn’t come to Singapore and not do this 😂 ,"['singaporetravel', 'crazyrichasians', 'soundtrack', 'yellow', 'mandarin', 'singing', 'marinabaysands', 'newtonfoodcentre', 'gardensbythebay', 'supertreegrove', 'aapifamily']",127.5K,8668,941,633
115_post,https://www.tiktok.com/@ste.ppi/video/7191782598425808130,steppi,87,30,241,2023-1-23,/@ste.ppi,ste.ppi,DIY Budget Singapore Travel 🫶🏻 ,"['singapore', 'diy', 'fyp', 'travel']",189,79,27,8
116_post,https://www.tiktok.com/@visit_singapore/video/7171739910993448193,Visit Singapore,22,1.5M,8.1M,2022-11-30,/@visit_singapore,visit_singapore,Speed travel mode: Activated 🏃💨 ,"['visitsingapore', 'singapore', 'hyperlapse', 'passionmadepossible']",209.5K,740,6066,1670
117_post,https://www.tiktok.com/@lgdm0213/video/7203335355678854427,Lou DM,125,653,25.6K,2023-2-23,/@lgdm0213,lgdm0213,First travel of 2023 ✈️ ,"['singapore', 'singapore2023', 'singaporetravel', 'singaporetrip', 'travel2023']",2500,1099,293,73
118_post,https://www.tiktok.com/@charpipoy/video/7177985977019878682,chapiun🌞,100,2968,197.3K,2022-12-17,/@charpipoy,charpipoy,Sefruit rekomendasi buat yang mau traveling ke singapore! 🌃 ,"['singaporetravel', 'mustvisitsingapore', 'traveltiktok', 'sgtravel', 'wisatasingapore']",14.3K,9068,1634,84
119_post,https://www.tiktok.com/@angusvsdonuts/video/7252703413534772481,Angus Tan,65,27.5K,1.4M,1w ago ,/@angusvsdonuts,angusvsdonuts,IS THIS THE BEST SALTED EGG CHICKEN RICE IN SINGAPORE?? LETS GOOO ,"['cheapeats', 'sgeats', 'cheap', 'foodie', 'saltedegg', 'cheaptravel']",2229,603,140,21
120_post,https://www.tiktok.com/@minniross/video/7231576998865390854,Minniross_Jammin,76,695,2352,2023-5-10,/@minniross,minniross,Travel Requirements from Ghana to Singapore ,"['traveltiktok', 'travelvlog', 'traveltosingapore', 'travelfromghana', 'ghanatiktok🇬🇭', 'ghanatraveltips', 'ghanatravelwithoutvisa', 'travelwithoutbreakingthebank', 'visafreecountry', 'ghanatrip2023', 'singapore', 'travelrequirements', 'travelrequirementssingapore', 'getaway', 'bucketlist', 'bucketlisttravel']",1685,508,139,49
121_post,https://www.tiktok.com/@elisa_denialls/video/7225999715584707883,Danielle .,147,30.5K,515.2K,2023-4-25,/@elisa_denialls,elisa_denialls,Here’s to my impromptu trip to Singapore ! ,"['singaporevacation', 'singapore🇸🇬', 'singaporetravel']",377,186,35,3
122_post,https://www.tiktok.com/@coffeemantravel/video/7229683055395458310,CoffeeMan Travel,37,9212,77.9K,2023-5-5,/@coffeemantravel,coffeemantravel,Replying to ,"['travel', 'singapore', 'malaysia', 'traveltiktok', 'shuttletebrau', 'kualalumpur', 'ktmmalaysia', 'srtthailand', 'train', 'trainlife', 'trainlover', 'traintravel', 'trainticket', 'fyp']",18.2K,13.3K,1790,164
123_post,https://www.tiktok.com/@_charlenemay/video/7224318191902657834,Charlene May,444,15.6K,556.3K,2023-4-21,/@_charlenemay,_charlenemay,Singapore Travel Itinerary! ,"['singaporetravel', 'singaporeitinerary', 'visitsingapore', 'singapore🇸🇬']",365,245,34,5
124_post,https://www.tiktok.com/@gardensbythebay/video/7245657482293546242,Gardens by the Bay,4,1646,16.3K,2023-6-17,/@gardensbythebay,gardensbythebay,"📍Flower Dome, Gardens by the Bay","['gardensbythebay', 'roseromancegbb', 'flowerdomegbb', 'singapore', 'nature', 'traveltok']",5279,664,434,21
125_post,https://www.tiktok.com/@sarahfunkyy/video/7220775115284417838,sarahfunky,115,23K,463.3K,2023-4-11,/@sarahfunkyy,sarahfunkyy,This is how you do 24 hours in ,"['singapore', 'singaporetravel', 'travelguide']",508,190,61,1
126_post,https://www.tiktok.com/@shellamuliaa/video/7200415709116009754,SHELLA MULIA,29,871,29.3K,2023-2-15,/@shellamuliaa,shellamuliaa,"FREE Anti Mainstream Photo Spots in SG 🇸🇬 Singapore is full of colors, me likey 🌈 ","['sgwithshella', 'singapore', 'singaporetrip', 'travelblogger', 'exploresingapore', 'singaporetravel', 'instagrammable', 'instagrammableplaces', 'fyp', 'fypシ']",9126,8347,1173,39
127_post,https://www.tiktok.com/@thebucketlistticker/video/7231594446050135298,LifeofAbhisumi🤍,181,1522,114.2K,2023-5-10,/@thebucketlistticker,thebucketlistticker,"I was a stupid girl with a stupid dream of a perfect loving marriage. You made me live in my dream. I love you so much. You are my confidence, my pride, and my strength. You are mine and always will be. Happy Anniversary Boo 🤍♾️","['abhisumi', 'anniversary', 'anythingforyou', 'ldrstory', 'ldr', 'singapore', 'blessed', 'thebucketlistticker', 'singaporetiktok', 'foryou', 'positivevibes', 'canada', 'flewcanadatosingaporetoseehim', 'fyp', 'blessed', 'blessedwithbest', 'travelboast', 'fyp']",1409,63,203,30
128_post,https://www.tiktok.com/@kerrynlee/video/7239352539089554706,小欣 Kerryn Lee,298,28.2K,1M,2023-5-31,/@kerrynlee,kerrynlee,"How to get free attraction tickets for tourists in SG🇸🇬 (including aquarium, zoo, cruise…) ","['fyp', 'singapore', 'tiktoksg', 'sgtravel', 'visitsg', 'zoo', 'aquarium', 'sentosa', 'sgfoodie']",32K,25.3K,4784,255
129_post,https://www.tiktok.com/@planetdays.store/video/7221854447968800001,☁️🌷Planetdays🌷☁️,59,21.6K,319.4K,2023-4-14,/@planetdays.store,planetdays.store,Yummy laksa and many cool thrifts/vintage shops are in the mall too!! ,"['travelsingapore', 'wheretogosingapore', 'giftshopsg', 'smallbusiness']",20.9K,5859,1193,177
130_post,https://www.tiktok.com/@laurels.insights/video/7212172403890310401,Laurel 🦋 || solo backpacker,95,1928,104.4K,2023-3-19,/@laurels.insights,laurels.insights,Maybe checkout the regulations before coming here. 🫣😅 there is much more than this video… ,"['singapore', 'traveltips', 'solotravel', 'singaporetips']",455,54,12,24
131_post,https://www.tiktok.com/@hideoutplacesg/video/7206532245744667912,Hide Out Place,143,3133,34.9K,2023-3-4,/@hideoutplacesg,hideoutplacesg,Introducing our new themed rooms ,"['luna', 'ashura', 'boutiquehotel', 'hotelalternative', 'staycationsg', 'sgtiktok', 'exploresg', 'singapore', 'singaporetrending', 'singaporelife', 'singapore', 'travelsg', 'travelbucketlist', 'igsg', 'sgig', 'love', 'singaporeinsiders', 'singaporean', 'singaporetrip', 'couplesinsg', 'datenight', 'privatemovieroom']",4381,22,101,17
132_post,https://www.tiktok.com/@lockerroomsg/video/7243592848308702482,LockerRoomSG,11,3313,171.3K,2023-6-12,/@lockerroomsg,lockerroomsg,He nearly travel across Asia 🥵 and did he double at the 3 point line before the drive? 🤔,"['basketball', 'singaporebasketball', 'rigorersg']",37.9K,999,466,667
133_post,https://www.tiktok.com/@baokieu230598/video/7218128841833843970,Bảo Kiều TV,422,2187,12.5K,2023-4-4,/@baokieu230598,baokieu230598,❌Cảnh báo lừa đảo !!! ❌Chiêu trò đổi tiền !!! 🆘🆘🆘,"['singapore', 'travel', 'cheat', 'luadao', 'donotchangemoney', 'slivercab', 'taxi']",1378,94,146,287
134_post,https://www.tiktok.com/@mamiczka/video/7253763363040267546,Mamiko,923,728.3K,7.8M,4d ago ,/@mamiczka,mamiczka,Listen to this before coming to Singapore cause reviewing local food here is very important. ,"['travel', 'traveltosingapore']",806,21,1,7
135_post,https://www.tiktok.com/@wxndawoman/video/7116562495346707718,Wxndawoman,174,83.7K,3.5M,2022-7-4,/@wxndawoman,wxndawoman,World’s Best Airport 🥇 ,"['singaporeairport', 'singapore', 'travel']",240.2K,23.2K,7044,0
136_post,https://www.tiktok.com/@ulfaalhanif/video/7224720573413330203,Ulfa Alhanif,285,1.3M,36.7M,2023-4-22,/@ulfaalhanif,ulfaalhanif,PECINTA MINIONS MENANGIS MELIHAT INI!!😭  ,"['minions', 'uss', 'universalstudios', 'universalstudiossingapore', 'singapore', 'minivlog', 'dailyminivlog', 'singaporetravel']",35K,3964,636,159
137_post,https://www.tiktok.com/@angelynaferido/video/7226717172620446982,@feridoa14 on IG,163,296.4K,2.8M,2023-4-27,/@angelynaferido,angelynaferido,ayoko na umuwi 🥹 ,"['shopping', 'singapore', 'traveltiktok', 'sgitinerary', 'diytravel', 'aesthetic', 'foryou', 'fyp']",13.2K,3787,606,110
138_post,https://www.tiktok.com/@tr4velwithmel/video/7212601807237811461,Melissa  | Travels ☀️✈️,80,22.7K,529.4K,2023-3-20,/@tr4velwithmel,tr4velwithmel,"Singapore Day 1, on a Budget! Everything we did on our first day in Singapore and we literally walked everywhere this day! ","['budgetsingapore', 'thingstodosingapore', 'whattodoinsingapore', 'singaporeonabudget', 'singaporetravel', 'marinabaysands', 'singaporetravelguide', 'budgettravelsingapore', 'thingstodoinsingapore', 'traveltips', 'travelguide', 'femaletraveller', 'backpackingsea', 'southeastasia', 'bananapancaketrail']",1364,830,133,15
139_post,https://www.tiktok.com/@visit_singapore/video/7187326090845719809,Visit Singapore,22,1.5M,8.1M,2023-1-11,/@visit_singapore,visit_singapore,💰 How much would you spend in Singapore? ,"['visitsingapore', 'traveltiktok', 'singaporefoodie']",15.6K,906,329,140
140_post,https://www.tiktok.com/@popculturebf/video/7253251948449729794,popculturebf,3522,27.4K,1.3M,6d ago ,/@popculturebf,popculturebf,"Can you be more specific, please? ","['language', 'bahasa', 'indonesia', 'malay', 'singapore', 'malaysia', 'brunei', 'southeastasia', 'travel', 'tourist', 'vacation', 'trip', 'multilingual', 'bilingual']",9711,487,93,273
141_post,https://www.tiktok.com/@visit_singapore/video/7197343937202228482,Visit Singapore,22,1.5M,8.1M,2023-2-7,/@visit_singapore,visit_singapore,Got a night owl in you? 🦉 Let Island Duty Manager Raj show you what ,"['visitsingapore', 'traveltok', 'passionmadepossible', 'singaporeimagine', 'sentosa']",12.7K,102,70,24
142_post,https://www.tiktok.com/@jforjpeg/video/7224300097323011346,jayohhel,71,1142,66.6K,2023-4-21,/@jforjpeg,jforjpeg,Replying to ,"['foryourpage', 'travel', 'goviral', 'foryou', 'fyp', 'sgtiktok', 'singapore', 'nature']",28.1K,2115,4756,348
143_post,https://www.tiktok.com/@ncbelaa/video/7193184081784376577,Nabila Cholida,998,50.7K,1.1M,2023-1-27,/@ncbelaa,ncbelaa,"A day in my life as a 24 yo housewife. Traveling to Agra, India. ","['agra', 'tajmahal', 'india', 'incredibleindia', 'theoberoi', 'theoberoiamarvillas', 'amarvilla', 'traveltiktok', 'adayinmylife', 'adayinmylifesingapore', 'singapore', 'vlog']",1488,84,45,32
144_post,https://www.tiktok.com/@trainpal/video/7252357928278035738,TrainPal,43,250.2K,8.8M,2023-7-5,/@trainpal,trainpal,I wish my flight could be late.🫣✈️,"['changiairport', 'travel', 'travelwithtrainpal', 'traveltok', 'singapore', 'green', 'flight', 'garden', 'fresh', 'fyp']",3947,95,73,44
145_post,https://www.tiktok.com/@visit_singapore/video/7177322428220083458,Visit Singapore,22,1.5M,8.1M,2022-12-15,/@visit_singapore,visit_singapore,SLAYOVER. Who’s with us? ,"['visitsingapore', 'passionmadepossible', 'travelhacks', 'traveltok', 'layover']",75K,1346,993,304
146_post,https://www.tiktok.com/@iamdevlaoda/video/7205550910569794817,Dev ❤️,227,168,6479,2023-3-1,/@iamdevlaoda,iamdevlaoda,Paradise in only 1 hour away from Singapore 😍 ,"['traveltiktok', 'travelbucketlist', 'travellife', 'traveltips', 'indonesia', 'wonderfulindonesia🇮🇩', 'sunsettrip', 'resorts', 'beautifulplace']",6014,1731,470,35
147_post,https://www.tiktok.com/@beanlately/video/7197035897336892699,bea,765,8551,336.5K,2023-2-6,/@beanlately,beanlately,Day 1 in Singapore ~ free day,"['tiktok', 'singapore', 'travel', 'traveltiktok', 'travelhacks', 'tips', 'fyp', 'fypシ', 'singaporetiktokers🇸🇬']",2026,746,228,37
148_post,https://www.tiktok.com/@marifranceri/video/7217353340487748870,MARI FRANCERI 🐇,136,77.3K,951.4K,2023-4-2,/@marifranceri,marifranceri,what i spent in a day including a good budget hotel! in 🇸🇬 Singapore 2023 ✈️  ,"['singaporetravel2023', 'singaporeplacestogo', 'singaporeoutfits', 'singaporetravelrequirements', 'singaporeeats', 'travelvlog', 'singapore', 'sgtiktok', 'vlog', 'brightstarhotel', 'budgethotel', 'budgetsingapore', 'airbnb', 'travel', 'sg', 'travelbudget', 'budgettravel', 'traveltips', 'hajilane', 'arabst', 'haji', 'fyp', 'foryou', 'jetstar']",2417,1009,177,74
149_post,https://www.tiktok.com/@daddy.xj/video/7228916626282876168,daddy.xj,408,8897,130.2K,2023-5-3,/@daddy.xj,daddy.xj,✨[SAVE THIS AND TRAVEL LATER]✨,"['birdparadise', 'birdparadisesg', 'travelsingapore', 'exploresingapore', 'travelfamily', 'sgfyp', 'tiktoksg']",662,102,146,11
150_post,https://www.tiktok.com/@walksofkarthi/video/7201526483569921281,WalksOfKarthi,18,685,8064,2023-2-18,/@walksofkarthi,walksofkarthi,"First trip of the year - Singapore to Kashmir, India ","['traveltiktok', 'kashmir', 'gulmarg', 'snowfall', 'indiatiktok']",4743,619,269,56
151_post,https://www.tiktok.com/@rayner.chew/video/7177374725679729922,Rayner,151,7335,138.1K,2022-12-15,/@rayner.chew,rayner.chew,perks of being 18+ on a flight! ,"['singaporeairlines', 'traveltiktok', 'travelsg']",5522,225,160,46
152_post,https://www.tiktok.com/@najwawr/video/7229354532055108869,chopa ♡,38,72,3867,2023-5-4,/@najwawr,najwawr,album name : singapore 🇸🇬🦁✨,"['daytrip', 'travel', 'singaporetrip2023']",1704,661,63,18
153_post,https://www.tiktok.com/@okay.kara.travels/video/7181904829441264901,Kara ✨| Travel & Backpacking🌎,285,67.2K,1M,2022-12-27,/@okay.kara.travels,okay.kara.travels,Want to visit Singapore but dont know how to do it on a budget? This is how 🇸🇬❤️ 5 recommendations for CHEAP EATS in SINGAPORE ✈️ Save this for your next trip! ,"['travel', 'traveltiktok', 'travelseasia', 'travelsoutheastasia', 'travelsingapore', 'travelsingapore2023', 'travelsingaporetips', 'thingstodosingapore', 'singaporethingstodo', 'whattodosingapore', 'wheretogosingapore', 'thingstoseesingapore', 'visitsingapore', 'budgetbackpacking', 'budgetbackpackingtips', 'budgettraveltips', 'budgettravelsingapore', 'singaporefoodie', 'singaporehawkercentre', 'singaporecheapeats', 'cheapfoodsingapore', 'cheaprestaurantssingapore', 'singaporerecommendations', 'singaporetourist', 'budgetbackpackingsingapore', 'hostellife', 'singaporehostel', 'singaporecheapfood', 'cheapstuffinsingapore', 'singaporetiktok', 'singapore', 'singaporetrendingtiktok', 'trendingtravel', 'singaporetravelguide', 'travelguidesingapore', 'singaporetraveltips', 'trendingtravel2023', 'traveltrend', 'travelfyp', 'budgettravelfyp', 'viralvideo', 'capcut', 'tekkacentre_littleindia', 'littleindia', 'littleindiasingapore', 'hajiln', 'arabstreet', 'arabstreetsingapore', 'hajilanesingapore', 'laupasatfoodcourt', 'laupasatsingapore', 'marinabaysands', 'singaporecenter', 'singaporecity', 'singporecityhotel✔️']",11.2K,8905,1356,102
154_post,https://www.tiktok.com/@visit_singapore/video/7194749206559460610,Visit Singapore,22,1.5M,8.1M,2023-1-31,/@visit_singapore,visit_singapore,Brb gonna go for round 💯 Taxi driver Uncle David is taking us to more supper spots 🤤,"['passionmadepossible', 'singaporeimagine', 'visitsingapore', 'traveltok', 'foodtok']",20.2K,218,117,45
155_post,https://www.tiktok.com/@cindy.ccland/video/7189508068319808794,Cindy Esmundo Torres,84,7447,171K,2023-1-17,/@cindy.ccland,cindy.ccland,Let’s go to SINGAPORE 🇸🇬 2023 ,"['singaporetravel', 'sgtiktok', 'universalstudios', 'tiktoktravel', 'singapore2023', 'travelph', 'wheretogo']",1639,160,92,11
